code,stock,concept,cause,thing,url,explain,title,dt
sh600605,汇通能源,其他,地产经纪+终止要约收购,,5kjtefp37e,"1、公司房产租赁项目主要集中在上海中心城区，出租建筑面积过万平方米的行政区域有静安区、闵行、虹口、浦东新区及宝山区。公司也在积极尝试通过承租获取房产使用权和收益权。23年3月22日互动表示，公司严格执行已制定的战略目标，做好现有房屋租赁、物业服务、美居装修以及房地产开发业务。,2、22年9月26日公告，公司拟剥离地产业务，重组引入振石控股、华友控股，且振石控股旗下圣石贸易发出要约收购，要约价格为19.28元\u002F股，要约收购数量为5%。22年10月28日，汇通能源披露“终止公告”。,3、公司的主业为房屋租赁、物业服务及房地产开发与销售",03月22日汇通能源股票异动解析,2023-03-22
sh688150,莱特光电,其他,Green Host材料+硅基OLED+苹果,,dtjczt7q4z,"1、公司已实现Red Prime和HTL材料量产，另有四款新产品在客户端验证测试，其中Green Host材料已实现小批量订单交付。产品多元化使得公司有望在终端材料市场占据更多的份额，增加公司业绩弹性。,2、公司产品终端应用于华为、苹果等全球知名手机及其他电子设备。京东方是公司终端材料的第一大客户，同时公司是京东方Red Prime材料的唯一国产供应商，公司现有客户占国内OLED市场份额近90%。,3、OLED发光层材料共有9种，公司切入Red Prime材料，在一体化优势下，完成产品持续迭代和产能爬坡，打破国外的垄断，为公司推动OLED有机材料的国产化奠定坚实基础。,4、公司主要从事OLED有机材料的研发、生产和销售。公司目前量产的OLED终端材料产品包括发光层材料中的RedPrime材料和空穴传输层材料。,5、公司作为京东方和华星光电RP材料的唯一国产供应商，技术指标及性能已达国际厂商标准。2021年公司OLED终端材料毛利率80%，远超国内可比公司。（详细解析请查阅22年3月18日异动解析）",03月22日莱特光电股票异动解析,2023-03-22
sh600156,华升股份,其他,外销占比85.05%+纺织+制药机械+湖南国资,,5kjtefp61l,"1、公司专业从事纺织业务，主要产品有纱、布、服装，公司经营纺织品和国家允许的其他商品的进出口贸易及国内贸易、开发、生产、销售苎麻和竹园纤维纺织品，外销占比85.05%。,2、子公司湖南汇一制药机械官网及公司资产置换评估报告书显示，目前具有抗生素瓶、安瓿瓶等洗烘灌塞联动生产线。,3、公司控股子公司湖南华升工贸所属华升金爽纺织服装公司拟新增、转化产能生产医用口罩、防护服产品，由政府统一调配、储备。,4、公司持有湘财股份股票1328万股。,5、22年10月22日公告，公司1.62亿股股份已完成过户登记，控股股东由华升集团变更为兴湘集团，实控人仍为湖南国资委。",03月22日华升股份股票异动解析,2023-03-22
sh603065,宿迁联盛,新股,光稳定剂,,8vjdec25q7,"1、公司主营高分子材料防老化助剂及其中间体的研发、生产与销售，主要产品包括受阻胺光稳定剂、复配助剂、中间体及阻聚剂等，广泛适用于农膜、汽车内外饰、家电、人造草等领域。,2、2021年公司受阻胺光稳定剂系列产品的全球市占率为19%，在全球光稳定剂市场的占有率约为13%，位居行业前列。,3、公司实现了向光稳定剂上游原材料中间体的拓展，横向产品布局上，公司已实现了紫外线吸收剂、抗氧剂等产品的外购配套销售，基本实现了高分子材料防老化助剂领域产品的全线覆盖。,4、2022年公司营收17.92亿元，同比增长3.36%；净利润2.46亿元，同比增长5.21%。预计2023Q1归母净利润为5",03月22日宿迁联盛股票异动解析,2023-03-22
sh600303,ST曙光,ST板块,股权拍卖+汽车零部件+轻型车,,ffj1vu3hta,"1、23年3月21日晚公告，控股股东华泰汽车所持14.49%公司股份将被拍卖，以清偿债务。,2、23年3月16日公告，华为公司、小米公司从未与公司进行过任何形式的接触，赣锋锂业公司与公司仅有业务合作，未就其他任何事项进行过任何形式的接触，相关市场传闻完全为不实信息。,3、23年3月7日公告，公司股东深圳中能持有的114.45万股股票将被拍卖以清偿债务，该笔拍卖将于23年4月18日公开进行。,4、公司主营业务分为轻型车业务、商用车业务和车桥等汽车零配件业务三大板块。公司曙光车桥已批量供货广汽集团、上汽通用五菱等国内一线自主品牌、合资品牌及新能源势力，具有一定的客户群优势。,5、22年8月曙光股份公众号信息，曙光集团董事长宫大和赣锋锂业董事长李良彬等领导在江西新余签订合作协议，但随后被删。协议规定，双方将在锂电池技术及固液混合电池领域展开合作。",03月22日ST曙光股票异动解析,2023-03-22
sz000564,ST大集,ST板块,补偿债权63.6亿+供销社+商贸,,dtj4ryle4g,"1、23年3月17日盘后公告，公司将受领2016年重大资产重组涉及的18、19、20年海航方业绩承诺对应的偿债资源约63.60亿元。,2、2016年供销大集重组时，中国供销集团旗下控股企业新合作商贸连锁集团成为了供销大集具有重要影响力的股东。通过重组使得公司由区域性百货商贸企业转变为全国性城乡商品流通综合服务运营商；公司旗下望海国际成立“海南望海跨境商业”，正式进军跨境电商领域，超集好嗨购跨境精品北京线下店已于22年8月18日在北京秀水街开业。,3、新供销基金与二股东新合作商贸同属中国供销集团旗下，分别在中国供销集团的日用消费品及金融服务板块，公司旗下业态分布全国多个省市，培育了全国性的“超集好”电商平台，拥有11家商业购物中心，77家超市门店，其中“顺客隆”品牌拥有门店数量64家，加盟门店600余家，6个商贸物流项目。",03月22日ST大集股票异动解析,2023-03-22
sz002052,*ST同洲,ST板块,转让同洲信息港49%股权债权+锂电池+数字服务,,29jqyw1dqh,"1、23年2月21日晚公告，公司拟转让同洲信息港49%股权及相关债权以盘活公司资产。,2、公司主营业务为广电智能设备研发、制造、销售与服务业务和锂离子电池及电池组的研发、制造与销售业务。生产的锂电池主要为18650型柱状电池，可广泛应用于多种电子产品，在国内也有客户，公司国际业务收入占比达60以上。,3、公司新一代全业务融合云平台、物联网解决方案、雪亮工程解决方案，以及新一代智能网关产品，以满足部分家庭的智慧化升级的需求。,4、公司已是国内、国际数字视讯行业内的知名品牌，产品进入全国30多个省市，国际市场大量出口到印度、东南亚等地区。",03月22日*ST同洲股票异动解析,2023-03-22
sh600734,ST实达,ST板块,大数据+安防,,29jz6qp8qb,"1、公司主营业务有大数据业务，包括数字政府产品、大数据产品服务、智能化设备及系统集成四大领域。上述业务由实达集团本部实际运营。,2、公司物联网周界安防业务，包括防入侵系统、视频监控及物联网安防应用相关软件、硬件产品的研发、生产、销售及相应的技术服务。上述业务由全资子公司中科融通实际运营。,3、公司实控人福建省国资委。",03月22日ST实达股票异动解析,2023-03-22
sh603603,*ST博天,ST板块,白酒借壳猜想+工业水系统+盐湖提锂,,3xjwal6m5t,"1、天眼查23年1月12日消息，海南每天新能源大股东变更为柳林酒业，海南每天新能源为公司重整投资人之一，因此市场联想柳林酒业借壳。柳林酒业实控人为付小铜被称为“超级牛散”，柳林酒业23年1月14日的公众号上称，力争全年(23年)突破10亿元销售目标。,2、23年1月6日发布关于撤销公司股票因重整而被实施的退市风险警示暨继续被实施退市风险警示及其他风险警示的公告。,3、23年1月30日公告，公司预计2022年盈利14.53亿至20.99亿。22年12月24日公告，公司重整计划执行完毕。,4、博天环境是国内环境保护领域出发较早、积淀深厚的高新企业之一。公司在工业水系统、城镇水资源、膜产品与资源化、土壤与地下水修复等领域，形成涵盖咨询设计、系统集成、项目管理、核心设备制造、投资运营等覆盖全产业链的一体化解决方案。,5、公司拥有热法Mem-PVDF-外压超滤膜、节能型浸没式MCR成套技术、Hi-Zero高效节能分盐零排放技术等，公司合作的正渗透技术和电渗析技术可以浓缩盐湖卤液，和MCR资源回收工艺包结合起来可以有效提取锂。",03月22日*ST博天股票异动解析,2023-03-22
sz002253,川大智胜,公告,募投项目突破瓶颈+三维人脸识别系统+空管自动化+军工,,ffgeanj0je,"1、23年3月17日晚公告，突破募投项目达到预定可使用状态的核心技术瓶颈，募投项目是科技部批准的重大专项技术，方案中写明需用到国外某公司的DLP技术。募投项目核心技术重要突破对公司业绩及产品效益将超预期，随着产品性能提升，竞争力将更强。,2、2023年2月，首批10台工程样机开发完成，实现了不用外国芯片的目标，大幅提升了募投项目开发“高精度三维人脸照相机”的性能，能发展成为“高速高精度三维摄像机”。,3、公司的语音自动识别技术是 “大飞机单机长驾驶”规划所需的核心关键技术之一。公司参与了“成都市车驾管数据采集与应用分析系统”建设，承担其中的“三维动态人脸识别系统”、“驾驶人三维人脸数据采集建库”工作任务。,4、公司形成空管自动化系统和空管仿真模拟训练系统两大系列重大技术装备，并逐步取代同类进口设备，近五年空管重大软件和装备市场占有率位居国内企业第一。公司军工业务主要涉及军航空管产品及服务、军航作战仿真训练产品和服务。公司的低空雷达主要用于低空空域的监视和补盲，对低空低、慢、小飞行器（含无人机）进行探测和跟踪，并有实际应用。",03月21日川大智胜股票异动解析,2023-03-21
sh603016,新宏泰,公告,实控人变更+断路器关键部件+模具设计,,8vgrv6gma9,"1、23年3月21日盘后公告，公司部分董事变更，变更后上市公司实控人将由赵汉新、赵敏海变更为无锡市国资委。,2、公司主营业务为断路器关键部件、低压断路器及刀熔开关的研发、生产与销售，是我国断路器行业中关键部件配套研发、制造、服务能力领先的企业之一。,3、主营业务中电机及电操、模塑制品二大类产品均为低压电器产品中的配套零部件，模具在整个生产过程中显得尤为重要，公司通过引入先进的模具设计软件、投入一流的制造装备、产品的检测设备，极大的缩短模具设计和制造周期。",03月21日新宏泰股票异动解析,2023-03-21
sz002195,二三四五,公告,资产剥离+百度合作+实控人拟变更+国产软件,,29h3dqfmqe,"1、23年3月21日盘后公告，全资子公司广州小贷注册资本由20亿减少为5亿，将有利于公司收回投资，提升资产利用效率。本次减资后公司拟寻找合格的受让方并向其出售广州小贷 100%的股权。,2、公司与百度建立了长期稳定的合作关系，主要通过2345网址导航与百度进行推广合作。,3、23年3月15日互动易回复，根据《股份转让协议》的相关约定，实控人股权交割日最晚不超过2023年8月31日（含当日）。,4、公司为国内领先的“互联网上网入口平台”",03月21日二三四五股票异动解析,2023-03-21
sh603529,爱玛科技,公告,股权激励+电商+共享单车+新能源汽车,,8vgrv6gfcw,"1、23年3月20日晚公告，公司发布2023年股权激励计划，业绩考核目标以2022年为基数，23、24、25年净利润增速分别20%、44%、72.8%。,2、23年3月16日互动表示，公司建立了专业化的电商业务运营团队，积极开展数字化营销，已打造多平台的线上渠道体系，包括天猫、京东、抖音、小红书等平台。,3、公司作为摩拜及美团的供应商，为摩拜及美团提供自行车及电单车产品，受其自身产能影响和业务需要，委托公司进行部分铁件烤漆加工。,4、 公司持有10.42%股权的浙江今日阳光新能源车业成立于2014年，是集研发、生产、销售为一体的轻型低速新能源电动汽车企业。",03月21日爱玛科技股票异动解析,2023-03-21
sh603215,比依股份,公告,股权激励+咖啡机+空气炸锅代工+外销占比95%,,c5gl2xgrzl,"1、23年3月20日晚公告，公司公布2023年限制性股票激励计划，业绩考核目标为以22年为基数，23、24、25年净利润不低于15%、35%、45%。,2、公司表示23年美国市场好于预期，同时也看好内销市场。自主研发新品，毛利有所上升。谋求新品咖啡机发展。,3、公司主要经营空气炸锅（营收占比63.74%）、空气烤箱等加热类厨房小家电，在业务模式上以ODM\u002FOEM为主，也在逐步尝试孵化自主品牌。,4、公司产品产品远销欧美，外销占比95%，其中空气炸锅外销占比超八成。",03月21日比依股份股票异动解析,2023-03-21
sh600228,返利科技,电商,电商服务+ChatGPT+数字传媒,3月16日晚，微软正式发布365 Copilot。AI可为电商实现智能客服、关键词优化、营销文案撰写等功能，机构预计后续将会对电商也形成巨大改造。3月16日，字节跳动CEO梁汝波明确将电商列为该公司的主干业务之一。,29h3dqgysp,"1、公司主要从事第三方在线导购、广告推广服务、平台技术服务等商业服务业务。在线导购服务主要依靠“返利”APP、返利网以及相关小程序、公众号导购产品矩阵完成，开放自营电子商务系统，与合作商家进行深度合作，为商家提供商品展示、后台管理等系统化服务。,2、公司技术团队正在与ChatGPT、ERNIEBot（百度文心一言）等技术方开展合作，进行应用及产品的内部测试。23年3月21日互动表示，公司与OpenAI的接口已经升级至ChatGPT 4.0版本，并组织技术团队进行导购领域的产品开发。,3、针对不同的AIGC技术合作方，公司已获得部分产品接口授权，正在进行垂直场景应用内部测试，尚未对外正式推出。,4、22年6月公司拟与米度资本、赣发投基金、赣发引导基金、赣州旅投、赣州创投、江西数创智联共同发起设立赣州发展米度数字经济产业基金，公司拟以财务投资人身份参与该基金设立，并计划用不超过9000万人民币的资金认购该基金份额。该基金规模预计为2亿元。",03月21日返利科技股票异动解析,2023-03-21
sz002280,联络互动,电商,跨境电商+AI研发+AR\u002FVR,3月16日晚，微软正式发布365 Copilot。AI可为电商实现智能客服、关键词优化、营销文案撰写等功能，机构预计后续将会对电商也形成巨大改造。3月16日，字节跳动CEO梁汝波明确将电商列为该公司的主干业务之一。,5kgxmfhyb9,"1、23年3月16日盘后，商务部等17部门发布推动边（跨）境经济合作区高质量发展若干措施的通知。公司电商平台Newegg转向跨境出口电商，为国内用户提供覆盖全球50个国家的5000余个品牌，超过20万种的商品。,2、海外跨境电商SaaS服务商Shopify已率先集成ChatGPT。国内已有包括京东在内的多家厂商表示电商平台将是ChatGPT落地的绝佳场景。公司子公司newegg一直有基于AI相关领域的研发和投入，并应用在公司电商平台业务及物流服务中。,3、Newegg的仓储和物流业务为公司未来重要的发展方向，合作方PromoteIQ是一个强大的营销渠道，许多全球知名品牌均通过它在诸多电子商务平台上进行推广营销。,4、公司参股的美国科技创业公司Avegant一直保持对AR、VR技术的研发和投入，联络互动携手美国Avegant发布全球首款虚拟现实视网膜眼镜Glyph，这也是公司正式发布的第二款智能硬件产品。,5、公司以电商业务为核心，发展广告传媒业务，培育智能硬件业务，兼具战略投资为辅的集团经营版图。主要产品是海外跨境电商、广告传媒业务、智能硬件、类金融业务。",03月21日联络互动股票异动解析,2023-03-21
sh600280,中央商场,电商,电商+连锁百货+房地产开发+预制菜,3月16日晚，微软正式发布365 Copilot。AI可为电商实现智能客服、关键词优化、营销文案撰写等功能，机构预计后续将会对电商也形成巨大改造。3月16日，字节跳动CEO梁汝波明确将电商列为该公司的主干业务之一。,77h2ms4nel,"1、公司逐步加大“Young 购” 电商平台投入，推进线上线下融合发展。子公司云中央2013年完成电商平台蓝图方案和技术建设，覆盖中央商场各连锁店经营品类及雨润食品产品销售环节。,2、公司主营为百货零售业以及房地产开发业务，房地产业务为公司自建综合体，主要用于新开百货门店，公司也在通过同“罗森”的战略合作，拓展便利店业务。,3、集团目前在营百货门店分别是：南京中心店、山西路奥莱店和河西店；江苏淮安店、徐州天成店、连云港店等。公司百货经营模式有联营、经销、代销、租赁等模式。,4、子公司安徽中商中央厨房食品研产基地项目主要内容包括中餐制售、食品、预包装食品的研发、制造、销售等。",03月21日中央商场股票异动解析,2023-03-21
sz002599,盛通股份,电商,跨境电商+AI教育+科技教育,3月16日晚，微软正式发布365 Copilot。AI可为电商实现智能客服、关键词优化、营销文案撰写等功能，机构预计后续将会对电商也形成巨大改造。3月16日，字节跳动CEO梁汝波明确将电商列为该公司的主干业务之一。,77h2ms5gbe,"1、子公司中鸣数码是以全国中小学及各地市教育局、科协、青少年宫为主要客户的中国教育机器人行业的知名企业。同时在阿里巴巴平台有B2B电子商务，主要开展境外电商业务。,2、公司旗下乐博乐博拥有完整的科技教育课程体系，涵盖编程、人工智能、元宇宙等诸多领域，公司人工智能课程有自然语言处理知识。公司在少儿领域机器人、编程等科技素养方面拥有完整的产业链。,3、公司在数字经济中的文化数字化领域，建立了元宇宙相关课程以及产品。,4、公司和杭州创想童年科技合资成立杭州雀迪创想童年科技，持有60%股份，该公司专注为1-12岁全年龄段提供体系化创新教育学习方案。,5、公司旗下业务板块分为印刷综合服务（营收占比84.46%）和科技教育服务（营收占比15.54%）。",03月21日盛通股份股票异动解析,2023-03-21
sz002803,吉宏股份,电商,跨境电商+ChatGPT+情报数据分析+白酒,3月16日晚，微软正式发布365 Copilot。AI可为电商实现智能客服、关键词优化、营销文案撰写等功能，机构预计后续将会对电商也形成巨大改造。3月16日，字节跳动CEO梁汝波明确将电商列为该公司的主干业务之一。,8vgzrmndku,"1、23年3月17日互动易回复，公司自2023年1月接入CHATGPT的API接口后，有效通过ChatGPT赋能公司的跨境电商业务，主要包括人工智能选品、图文和视频广告素材制作\u002F广告语智能输出等方面。,2、公司22年8月与颐信科技（中国开源情报分析行业龙头）签署协议，合资成立颐信吉宏主要承接国家相关部委以及特殊部门在全国的云计算泛数据分析业务，为海外中资企业提供各类专项专题调查和咨询服务，助力共建“一带一路”高质量发展。合资企业吉宏颐信为开拓国内开源情报数据分析应用在金融机构不良资产清收处置市场。,3、公司跨境电商业务为社交电商模式，通过在TikTok、Facebook、Google、Line、Instagram等社交媒体上精准推送商品的模式进行产品营销，在韩国及日本区域已推出“NFT 实物”的营销模式。开展区域还包括沙特阿拉伯、阿联酋等中东国家。,4、公司推出“NFT+酱酒”项目，开创了“数字艺术品+酱酒”的电商营销新模式。公司自有酱酒品牌有何遇、贵范、贵上曲等；公司主营业务：跨境电商业务、互联网精准营销广告业务；环保包装及食品包装的生产和销售。",03月21日吉宏股份股票异动解析,2023-03-21
sz003010,若羽臣,电商,跨境电商数字化+化妆品电商\u002FAR试妆+母婴代运营,3月16日晚，微软正式发布365 Copilot。AI可为电商实现智能客服、关键词优化、营销文案撰写等功能，机构预计后续将会对电商也形成巨大改造。3月16日，字节跳动CEO梁汝波明确将电商列为该公司的主干业务之一。,c5gtzcnu22,"1、AI可为电商实现智能客服、关键词优化、营销文案撰写等功能，自2016年涉足跨境电商至今，公司先后为Swisse、宝洁、美赞臣等众多国际知名品牌提供全链路、全渠道的数字化服务，成为其长期的数字化合作伙伴。,2、公司在VR、AR互动技术方面也有在应用，比如与品牌特性及应用场景相匹配的线上互动模拟体验环境，提升消费者购物体验。通过3D、AR\u002FVR、AI等前沿技术推出＂AR试妆＂、＂AI测肤＂等虚拟服务产品。,3、公司是国内领先的化妆品网络零售服务商，与施华蔻、兰芝等超过60个品牌达成合作关系。22年9月公司与德国生命科学企业拜耳签订电商渠道战略合作协议，双方将在电商渠道拓展、品牌数字化等方面开展深度合作。,4、公司境外主体业务主要用美元、欧元等外币结算。公司目前已实现在天猫、京东、拼多多等主流电商渠道的覆盖；21年公司引进的大客户品牌有食品品牌纯甄、母婴用品品牌妮飘、保健品品牌金达威等。全资子公司广州红时传媒经营范围含文化传播、摄影摄像服务，文化艺术活动策划等。",03月21日若羽臣股票异动解析,2023-03-21
sh600539,狮头股份,电商,宠物电商+化妆品+净水,3月16日晚，微软正式发布365 Copilot。AI可为电商实现智能客服、关键词优化、营销文案撰写等功能，机构预计后续将会对电商也形成巨大改造。3月16日，字节跳动CEO梁汝波明确将电商列为该公司的主干业务之一。,ffgeank3g0,"1、子公司昆汀（持股58%）是一家集直营零售、渠道分销、品牌传播、跨境电商等为一体的一站式电商服务运营商，主要从事电子商务品牌代运营及营销业务和电子商务经销业务，目标成为宠物类板块的第一梯队电商服务企业。其经营的ZIWI巅峰荣获天猫猫零食第一和狗零食第二。,2、21年12月公司参股成立新公司，经营范围包含化妆品批发、零售;日用品销售;第一、二类医疗器械销售;医护人员防护用品批发等。,3、公司通过控股子公司龙净水业经营净水龙头及配件制造及水环境综合治理业务，属于净水行业的上游行业，主要产品为各类鹅颈龙头及包括切换器、球阀、三通、减压阀等多种RO净水器配件。",03月21日狮头股份股票异动解析,2023-03-21
sz301001,凯淳股份,电商,电子商务服务商+数字人,3月16日晚，微软正式发布365 Copilot。AI可为电商实现智能客服、关键词优化、营销文案撰写等功能，机构预计后续将会对电商也形成巨大改造。3月16日，字节跳动CEO梁汝波明确将电商列为该公司的主干业务之一。,c5gl2xjr8l,"1、23年3月21日互动易回复，公司通过对全渠道CRM会员管理和全渠道数字化营销生态进行建设和完善，以及对全媒体客服管理系统的开发搭建，为公司现有数字化信息系统进行全面智能化升级，提升公司业务服务能力。,2、公司已在部分平台的店铺直播中使用虚拟人进行直播。,3、公司的主营业务是为国内外知名品牌提供综合性的电子商务服务以及客户关系管理服务。公司的服务支持目前线上主流渠道，包括天猫、淘宝、京东、唯品会、小红书、网易考拉、微信官方商城以及品牌官网商城等。,4、公司为商品流转至消费者的每个关键节点提供服务，包括潜客管理、品牌营销、视觉设计、店铺运营等全链路服务。,5、公司的业务包括品牌线上销售服务、品牌线上运营服务以及客户关系管理服务。",03月21日凯淳股份股票异动解析,2023-03-21
sz002095,生意宝,电商,电商运营+产业互联网+供应链金融,3月16日晚，微软正式发布365 Copilot。AI可为电商实现智能客服、关键词优化、营销文案撰写等功能，机构预计后续将会对电商也形成巨大改造。3月16日，字节跳动CEO梁汝波明确将电商列为该公司的主干业务之一。,ahgwvh5v24,"1、公司地处浙江杭州，有多个电商平台，为外贸企业提供供应链金融服务。发展成为国内最大行业电子商务运营商和领先的综合B2B运营商。,2、公司打造了行业网+联盟的B2B电商平台生意宝，大宗商品数据平台生意社、网盛原材料交易中心及商城交易系统、原材料交易系统与供应链金融系统等产业互联网基础设施。,3、公司已为平台上产业链、供应链金融服务客户提供了合作银行的资金支付解决方案。公司拥有并经营生意社平台、中国化工网、全球化工网、中国纺织网、医药网等行业类专业网站，主要业务包括化工行业、纺织行业的商务资讯服务、网站建设和维护服务以及广告服务。,4、公司依托原料价格大数据、产业互联网以及供应链金融与物流网络的优势，全面推动中国数字贸易的发展。",03月21日生意宝股票异动解析,2023-03-21
sz301110,青木股份,电商,跨境电商+人工智能+三胎 ,3月16日晚，微软正式发布365 Copilot。AI可为电商实现智能客服、关键词优化、营销文案撰写等功能，机构预计后续将会对电商也形成巨大改造。3月16日，字节跳动CEO梁汝波明确将电商列为该公司的主干业务之一。,3xh0hl0fgu,"1、全资子公司青木中国香港营业范围包括进出口贸易，主营业务包括跨境电商零售业务，为全球知名品牌提供一站式综合电商服务。,2、 公司在数据挖掘、自然语言处理、机器学习、人工智能等前沿领域也都拥有相应的技术能力或技术储备，在对海量用户及订单数据的处理、 对大量评论的自动分析和建模、对数据的价值挖掘等方面，都有实际的项目支撑。,3、公司图片场景业务包括视觉设计，传播内容创作多环节，拥有商品及美工系统青木小白。品牌数字营销业务涉及在抖音及快手等多个新媒体平台的投放业务。,4、公司2017年起已切入到母婴品类的业务合作，并已经与多个母婴品牌达成了长期合作，与H&M、ECCO、ZaraHome、Skechers等品牌达成电商销售合作关系。公司主业为电商代运营服务、渠道分销、电商渠道零售、品牌数字营销、技术解决方案、消费者运营服务等。",03月21日青木股份股票异动解析,2023-03-21
sz300616,尚品宅配,电商,直播电商+虚拟现实技术+工业4.0+全屋定制,3月16日晚，微软正式发布365 Copilot。AI可为电商实现智能客服、关键词优化、营销文案撰写等功能，机构预计后续将会对电商也形成巨大改造。3月16日，字节跳动CEO梁汝波明确将电商列为该公司的主干业务之一。,c5gtzcnm71,"1、全资子公司新居网MCN围绕直播电商和其他商务推广业务进行深耕，打造内容电商开放平台，跻身全国前50名直播带货电商MCN机构。,2、全资子公司圆方软件开创领先的虚拟现实技术，为传统家具企业转型升级提供全流程数字化改造建设，以云设计及大数据应用、AI人工智能等为核心的云技术平台进入实践应用阶段。,3、公司打造了基于云计算、人工智能的智能生产平台，利用工业4.0打通后端的生产制造，把生产技术与信息技术紧密结合起来，实施全程数码服务，最大限度地满足消费者的个性化需求。,4、公司推出BIM整装模式，实现软硬一体的数字化、信息化，致力于为消费者提供全屋整装、全屋定制、全屋配套等一体化服务。",03月21日尚品宅配股票异动解析,2023-03-21
sz002315,焦点科技,电商,跨境电商+AIGC+跨境支付+ERP,3月16日晚，微软正式发布365 Copilot。AI可为电商实现智能客服、关键词优化、营销文案撰写等功能，机构预计后续将会对电商也形成巨大改造。3月16日，字节跳动CEO梁汝波明确将电商列为该公司的主干业务之一。,8vgrv6jdjz,"1、公司运营的中国制造网系综合型外贸B2B平台。,2、23年2月1日互动表示：公司在商品文本描述自动生成、智能客服等业务方向运用了AIGC相关技术。,3、焦点支付事业部于21年7月正式设立，21年12月底推出一站式跨境收结汇产品Global Pay，目前平台推出的跨境支付已开放给200多个国家和地区。23年3月，公司与中国银行广州番禺支行签署战略合作协议。,4、公司旗下百卓轻云ERP系通过运用互联网技术，为国内中小企业提供采购、销售、库存、财务、CRM、生产管理、商机管理等一站式解决方案。",03月21日焦点科技股票异动解析,2023-03-21
sz000697,炼石航空,航天军工,国产C919+无人机+军工,3月20日盘后消息，国资委表示以更大力度鼓励支持中央军工企业做强做优做大，助力实现国家战略能力最大化。,5kgxmfkdq3,"1、公司已经有为C919提供零部件的业务合作，全资子公司Gardner公司是空客的一级供应商。,2、成都航宇参与了AES100涡轴发动机的研制工作，是提供涡轮叶片的供应商之一。,3、公司主要业务为航空精密零部件、结构件的生产和销售，构建了“高温合金→单晶叶片→航空零 部件→航空发动机→大型无人机整机”较完整的产业链。22年10月10日互动表示，航宇相关业务一直在和商发沟通中。,4、朗星无人机主要业务为大型吨位无人机的研发设计、总装交付，以及未来无人机运营服务业务。",03月21日炼石航空股票异动解析,2023-03-21
sh600391,航发科技,航天军工,航空发动机+国资,3月20日盘后消息，国资委表示以更大力度鼓励支持中央军工企业做强做优做大，助力实现国家战略能力最大化。,5kgxmfjau9,"1、公司是民用航空发动机、燃气轮机制造领域的国际合作重要供应商，主要业务包括生产、研制、销售航空发动机及其零部件、燃气轮机部件及零配件、航空轴承等；实控人是国务院国资委。,2、公司与国际知名航空企业合作，已掌握国际先进的航空发动机关键零部件制造技术，拥有“国家企业技术中心、专业化加工制造平台、航空制造关键核心技术”三位一体的核心竞争力。,3、公司的 “国家企业技术中心”涵盖了国家级理化检测中心 、国防二级区域计量站、四川省院士工作站，是技术创新的核心平台。公司与GE、RR、HON等国际知名企业建立了长期合作关系，逐渐成为国际合作优秀供应商。",03月21日航发科技股票异动解析,2023-03-21
sz000595,宝塔实业,航天军工,军工+风电轴承+船舶电器,3月20日盘后消息，国资委表示以更大力度鼓励支持中央军工企业做强做优做大，助力实现国家战略能力最大化。,77gurb2d8q,"1、公司从事的主要业务为轴承生产与销售、光伏支架、船舶电器的生产与销售。公司具有完整军工认证体系，子公司桂林海威拥有军工保密三级资格单位认证，主要从事舰船及航母消磁、扫雷设备的研发和配套生产。,2、公司轴承产品主要应用于石油机械、冶金轧机、重载汽车等领域。船舶电器产品主要应用在航母、军舰和大型船舶上。全资子公司宁夏西北轴承承接业务涉及机器人立柱、行走轴加工业务。,3、公司是国内首家也是唯一一家完成地铁B型车轴箱轴承正线运行考核试验并开始装车形成市场销售的生产厂商。公司在石油机械等产品领域，已研制成功城轨B型车轴箱轴承，正式投入北京8号等。",03月21日宝塔实业股票异动解析,2023-03-21
sz300600,国瑞科技,航天军工,军工+无人船+储能系统,3月20日盘后消息，国资委表示以更大力度鼓励支持中央军工企业做强做优做大，助力实现国家战略能力最大化。,29h3dqjfrz,"1、公司致力于船舶及海洋工程电气、自动化系统及相关技术服务， 已成为海军部队等政府部门及机构的船舶电气与自动化系统的主要供应商之一。,2、公司参与研发的大型无人船目前处于自主航行试验阶段。公司作为大型无人船项目的重要参研方，承担了无人船综合电力系统和智能机舱的研制工作。,3、22年12月国瑞科技BSC1型船用集装箱式储能系统获CCS船用产品证书。,4、公司主要产品包括：船舶配电系统及船舶机舱自动化系统等。军品覆盖主流军用舰船",03月21日国瑞科技股票异动解析,2023-03-21
